FID,LOC_ID,SITECODE,UTM_E,UTM_N,LATITUDE,LONGITUDE,ALT_SITECODE,PI,LOC_TYPE,GPS_ELEV,DATE_COLLECTED,PROJECT_DESCRIPTION,,,,,,,,
1894,1895,WS125_Enquist,,,40.03963597,-105.561197,WS 125,Brian Enquist,observational point,3180.332031,,"Forest MacroSystems Network--plant diversity, growth, production and demographics,microclimate, thermal rs data.",,,,,,,,
1895,1896,AO_DP,,,40.051783,-105.637928,AO,Dan Preston,observational point,3719,,Stream Composition,,,,,,,,
1896,1897,AGL5_DP,,,40.051035,-105.633078,AGL5,Dan Preston,observational point,3639,,Stream Composition,,,,,,,,
1897,1898,BGL5_DP,,,40.053421,-105.627259,BGL5,Dan Preston,observational point,3622,,Stream Composition,,,,,,,,
1898,1899,BGL4_DP,,,40.055535,-105.616926,BGL4,Dan Preston,observational point,3569,,Stream Composition,,,,,,,,
1899,1900,MART_DP,,,40.050721,-105.595922,MART,Dan Preston,observational point,3436,,Stream Composition,,,,,,,,
1900,1901,SAD_DP,,,40.048917,-105.592475,SAD,Dan Preston,observational point,3423,,Stream Composition,,,,,,,,
1901,1902,BGL2_DP,,,40.047873,-105.608422,BGL2,Dan Preston,observational point,3403,,Stream Composition,,,,,,,,
1902,1903,AC_DP,,,40.042866,-105.592344,AC,Dan Preston,observational point,3262,,Stream Composition,,,,,,,,
1903,1904,NBC_DP,,,40.037188,-105.587365,NBC,Dan Preston,observational point,3221,,Stream Composition,,,,,,,,
1904,1905,MWAC_01,,,40.051552,-105.583847,MWAC_01,Bala Chaudhary,observational point,,,Linking macroecology and traits to predict mycorrhizal fungal dispersal -- MWAC Particulate Collecter NEON plot 56,,,,,,,,
1905,1906,MWAC_02,,,40.05537,-105.583801,MWAC_02,Bala Chaudhary,observational point,,,Linking macroecology and traits to predict mycorrhizal fungal dispersal -- MWAC Particulate Collecter NEON plot 57,,,,,,,,
1906,1907,MWAC_03,,,40.051553,-105.583727,MWAC_03,Bala Chaudhary,observational point,,,Linking macroecology and traits to predict mycorrhizal fungal dispersal -- MWAC Particulate Collecter NEON plot 58,,,,,,,,
1907,1908,MWAC_04,,,40.05155,-105.583721,MWAC_04,Bala Chaudhary,observational point,,,Linking macroecology and traits to predict mycorrhizal fungal dispersal -- MWAC Particulate Collecter NEON plot 59,,,,,,,,
1908,1909,MWAC_05,,,40.051561,-105.583675,MWAC_05,Bala Chaudhary,observational point,,,Linking macroecology and traits to predict mycorrhizal fungal dispersal -- MWAC Particulate Collecter NEON plot 60,,,,,,,,
1909,1910,AWM_1_Edge,,,40.054835,-105.590087,AWM_1_Edge,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1910,1911,AWM_1_Flood,,,40.054835,-105.590087,AWM_1_Flood,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1911,1912,AWM_4_Edge,,,40.052689,-105.590466,AWM_4_Edge,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1912,1913,AWM_4_Flood,,,40.052689,-105.590466,AWM_4_Flood,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1913,1914,AWM_5_Flood,,,40.05239444,-105.5913972,AWM_5_Flood,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1914,1915,AWM_5_Edge,,,40.05239444,-105.5913972,AWM_5_Edge,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1915,1916,AWM_6_Edge_0_3cm,,,40.051597,-105.58931,AWM_6_Edge_0_3cm,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1916,1917,AWM_6_Edge_3-6cm,,,40.051597,-105.58931,AWM_6_Edge_3-6cm,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1917,1918,AWM_6_Flood,,,40.051597,-105.58931,AWM_6_Flood,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1918,1919,AMM_3,,,40.052031,-105.590525,AMM_3,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1919,1920,AMM_2,,,40.052605,-105.592276,AMM_2,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1920,1921,AMM_1,,,40.054777,-105.589649,AMM_1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1921,1922,AMM_4,,,40.050614,-105.591558,AMM_4,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1922,1923,SHR_1,,,40.052575,-105.591067,SHR_1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1923,1924,SHR_4,,,40.051849,-105.590915,SHR_4,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1924,1925,SHR_3,,,40.052031,-105.590525,SHR_3,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1925,1926,SHR_2,,,40.052037,-105.592348,SHR_2,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1926,1927,ADM_1,,,40.054338,-105.5881972,ADM_1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1927,1928,ADM_2,,,40.052973,-105.590201,ADM_2,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1928,1929,ADM_3,,,40.051433,-105.590059,ADM_3,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1929,1930,ADM_4,,,40.051308,-105.592557,ADM_4,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1930,1931,SAF_3,,,40.049009,-105.59192,SAF_3,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1931,1932,SAF_2,,,40.04933,-105.59254,SAF_2,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1932,1933,SAF_4,,,40.049549,-105.59279,SAF_4,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1933,1934,SAF_1,,,40.048934,-105.591525,SAF_1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1934,1935,KRU_2_Lee,,,40.051819,-105.591605,KRU_2_Lee,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1935,1936,KRU_2_Wind,,,40.051819,-105.591605,KRU_2_Wind,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1936,1937,KRU_1_Lee,,,40.052037,-105.592348,KRU_1_Lee,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1937,1938,KRU_1_Wind,,,40.052037,-105.592348,KRU_1_Wind,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1938,1939,KRU_4_Lee,,,40.050717,-105.590767,KRU_4_Lee,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1939,1940,KRU_4_Wind,,,40.050717,-105.590767,KRU_4_Wind,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1940,1941,KRU_3_Lee,,,40.050988,-105.59247,KRU_3_Lee,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1941,1942,KRU_3_Wind,,,40.050988,-105.59247,KRU_3_Wind,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1942,1943,Rip_01,,,40.04922,-105.59223,Rip_01,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1943,1944,Rip_02,,,40.05063,-105.59146,Rip_02,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1944,1945,Rip_03,,,40.05181,-105.5913,Rip_03,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1945,1946,Rip_04,,,40.05241,-105.59139,Rip_04,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1946,1947,Hyp_01,,,40.04979,-105.59192,Hyp_01,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1947,1948,Hyp_02,,,40.05063,-105.59146,Hyp_02,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1948,1949,Hyp_03,,,40.05181,-105.5913,Hyp_03,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1949,1950,Hyp_04,,,40.05241,-105.59139,Hyp_04,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1950,1951,PSL_01,,,40.05226,-105.58874,PSL_01,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1951,1952,PSL_02/AWM_6,,,40.05161,-105.58923,PSL_02/AWM_6,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1952,1953,GL1_A,,,40.051244,-105.605682,GL1_A,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1953,1954,GL4_A,,,40.055076,-105.620497,GL4_A,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1954,1955,WK_1_Gram,,,40.058109,-105.597848,WK_1_Gram,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1955,1956,WK_2_Gram,,,40.056857,-105.592514,WK_2_Gram,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1956,1957,WK_3_Gram,,,40.056992,-105.594344,WK_3_Gram,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1957,1958,GL1_Out_Rip,,,40.05092,-105.61211,GL1_Out_Rip,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1958,1959,GL2_In_Rip,,,40.05085,-105.61202,GL2_In_Rip,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1959,1960,GL3_In_Rip,,,40.0531,-105.61524,GL3_In_Rip,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1960,1961,GL3_Out_Rip,,,40.05121,-105.61354,GL3_Out_Rip,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1961,1962,GL4_In_Rip,,,40.05338,-105.62727,GL4_In_Rip,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1962,1963,GL4_Out_Rip,,,40.05328,-105.62214,GL4_Out_Rip,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1963,1964,GL5_In_Rip,,,40.05122,-105.63201,GL5_In_Rip,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1964,1965,GL5_Out_Rip,,,40.05116,-105.63204,GL5_Out_Rip,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1965,1966,Saddle Stream_T1,,,40.0517674,-105.5913668,Saddle Stream_T1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1966,1967,Como_Creek_T1,,,40.034962,-105.544164,Como_Creek_T1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1967,1968,Litter_Alpine_Gradient_1,,,40.05626,-105.59147,Litter_Alpine_Gradient_1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1968,1969,Litter_Alpine_Gradient_2,,,40.05616,-105.59107,Litter_Alpine_Gradient_2,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1969,1970,Litter_Alpine_Gradient_3,,,40.05608,-105.59044,Litter_Alpine_Gradient_3,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1970,1971,Litter_Alpine_Gradient_4,,,40.05594,-105.58988,Litter_Alpine_Gradient_4,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1971,1972,Litter_C1_Gradient_1,,,40.03588,-105.54983,Litter_C1_Gradient_1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1972,1973,Litter_C1_Gradient_2,,,40.03565,-105.54939,Litter_C1_Gradient_2,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1973,1974,Litter_C1_Gradient_3,,,40.03589,-105.54894,Litter_C1_Gradient_3,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1974,1975,Litter_C1_Gradient_4,,,40.03601,-105.54845,Litter_C1_Gradient_4,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1975,1976,GL1_Cut_1,,,40.050173,-105.605387,GL1_Cut_1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1976,1977,GL2_Cut_1,,,40.049397,-105.609907,GL2_Cut_1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1977,1978,GL3_Brook_1,,,40.051454,-105.614356,GL3_Brook_1,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1978,1979,Albion_Water_A,,,40.044875,-105.603216,Albion_Water_A,Hannah Miller,observational point,,,Soil and vegetation sampling - Mercury in the Alpine,,,,,,,,
1979,1980,PICO-1,,,40.036364,-105.543938,PICO-1,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1980,1981,PICO-2,,,40.03637399,-105.543901,PICO-2,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1981,1982,PICO-3,,,40.03630503,-105.543985,PICO-3,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1982,1983,PICO-4,,,40.03635003,-105.543958,PICO-4,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1983,1984,PICO-5,,,40.03637101,-105.543998,PICO-5,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1984,1985,PICO-6,,,40.03639397,-105.544059,PICO-6,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1985,1986,PICO-7,,,40.03637796,-105.544091,PICO-7,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1986,1987,PICO-8,,,40.03636605,-105.5440769,PICO-8,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1987,1988,PICO-9,,,40.03637397,-105.5440779,PICO-9,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1988,1989,PIEN-1,,,40.036413,-105.544227,PIEN-1,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1989,1990,PIEN-2,,,40.03650902,-105.544309,PIEN-2,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1990,1991,PIEN-3,,,40.03647004,-105.5442839,PIEN-3,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1991,1992,PICO-10,,,40.03650501,-105.544357,PICO-10,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1992,1993,PIEN-4,,,40.03658303,-105.544531,PIEN-4,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1993,1994,ABLA-1,,,40.03665896,-105.5462,ABLA-1,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1994,1995,ABLA-2,,,40.03663299,-105.546186,ABLA-2,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
1995,1996,ABLA-3,,,40.03663598,-105.5461829,ABLA-3,Jalene LaMontagne,observational point,,,Tree Reproduction Monitoring -- NEON,,,,,,,,
