,SITE,SPP,GRSTRAT,WOODY,GFNARROWarft,GFNARROWwalker,GENUS,SPECIES,SpeciesGenus,RAUNKIAERS,SORENSENS,GEODISTR
6323,RINERHORN,BRIMED,NA,HERB,GRAMINOID,GRASS,Briza,media,Briza media,HE,NA,NA
6324,RINERHORN,CALCOR,NA,HERB,FORBSV,FORB,Callianthemum,coriandrifolium,Callianthemum coriandrifolium,HE,NA,NA
6325,RINERHORN,XXXCALSP,GUER,HERB,GRAMINOID,GRASS,Calamagrostis,,Calamagrostis ,HE,NA,NA
6326,RINERHORN,CALVIL,GUER,HERB,GRAMINOID,GRASS,Calamagrostis,villosa,Calamagrostis villosa,HE,NA,NA
6327,RINERHORN,CALVUL,PHAL,WOODY,ESHRUB,SEVER,Calluna,vulgaris,Calluna vulgaris,CH,NA,NA
6328,RINERHORN,CAMBAR,NA,HERB,FORBSV,FORB,Campanula,barbata,Campanula barbata,HE,NA,NA
6329,RINERHORN,CAMSCH,NA,HERB,FORBSV,FORB,Campanula,scheuchzeri,Campanula scheuchzeri,HE,NA,NA
6330,RINERHORN,CARACA,NA,HERB,FORBSV,FORB,Carlina,acaulis,Carlina acaulis,HE,NA,NA
6331,RINERHORN,CARCAP,GUER,HERB,GRAMINOID,SEDGE,Carex,capillaris,Carex capillaris,HE,NA,NA
6332,RINERHORN,CAREXCAR,GUER,HERB,GRAMINOID,SEDGE,Carex,caryophyllea,Carex caryophyllea,HE,NA,NA
6333,RINERHORN,CARUMCAR,RAMBO,HERB,FORBSV,FORB,Carum,carvi,Carum carvi,CR,NA,NA
6334,RINERHORN,CARCUR,PHAL,HERB,GRAMINOID,SEDGE,Carex,curvula,Carex curvula,HE,NA,NA
6335,RINERHORN,CARECH,NA,HERB,GRAMINOID,SEDGE,Carex,echinata,Carex echinata,HE,NA,NA
6336,RINERHORN,CARFIR,NA,HERB,GRAMINOID,SEDGE,Carex,firma,Carex firma,HE,NA,NA
6337,RINERHORN,CARFLA,GUER,HERB,GRAMINOID,SEDGE,Carex,flava,Carex flava,HE,NA,NA
6338,RINERHORN,CARLIM,NA,HERB,GRAMINOID,SEDGE,Carex,limosa,Carex limosa,CR,NA,NA
6339,RINERHORN,CARMON,NA,HERB,GRAMINOID,SEDGE,Carex,montana,Carex montana,HE,NA,NA
6340,RINERHORN,CARNIG,NA,HERB,GRAMINOID,SEDGE,Carex,nigra,Carex nigra,CR,NA,NA
6341,RINERHORN,CARORN,NA,HERB,GRAMINOID,SEDGE,Carex,ornithopoda,Carex ornithopoda,HE,NA,NA
6342,RINERHORN,CARPAL,NA,HERB,GRAMINOID,SEDGE,Carex,pallescens,Carex pallescens,HE,NA,NA
6343,RINERHORN,CARPAR,NA,HERB,GRAMINOID,SEDGE,Carex,parviflora,Carex parviflora,HE,NA,NA
6344,RINERHORN,CARPIL,NA,HERB,GRAMINOID,SEDGE,Carex,pilulifera,Carex pilulifera,HE,NA,NA
6345,RINERHORN,CARSEM,NA,HERB,GRAMINOID,SEDGE,Carex,sempervirens,Carex sempervirens,HE,NA,NA
6346,RINERHORN,CERARV,NA,HERB,FORBSV,FORB,Cerastium,arvense,Cerastium arvense,HE,NA,NA
6347,RINERHORN,CERFON,NA,HERB,FORBSV,FORB,Cerastium,fontanum,Cerastium fontanum,HE,NA,NA
6348,RINERHORN,CHAVIL,NA,HERB,FORBSV,FORB,Chaerophyllum,villarsii,Chaerophyllum villarsii,HE,NA,NA
6349,RINERHORN,CIRSPI,GUER,HERB,FORBSV,FORB,Cirsium,spinosissimum,Cirsium spinosissimum,HE,NA,NA
6350,RINERHORN,COEVIR,RAMBO,HERB,FORBSV,FORB,Coeloglossum,viride,Coeloglossum viride,CR,NA,NA
6351,RINERHORN,CREALP,NA,HERB,FORBSV,FORB,Crepis,alpestris,Crepis alpestris,HE,NA,NA
6352,RINERHORN,CREAUR,NA,HERB,FORBSV,FORB,Crepis,aurea,Crepis aurea,HE,NA,NA
6353,RINERHORN,CREBOC,NA,HERB,FORBSV,FORB,Crepis,bocconei,Crepis bocconei,HE,NA,NA
6354,RINERHORN,CROALB,RAMBO,HERB,FORBSV,FORB,Crocus,albiflorus,Crocus albiflorus,CR,NA,NA
6355,RINERHORN,DACGLO,PHAL,HERB,GRAMINOID,GRASS,Dactylis,glomerata,Dactylis glomerata,HE,NA,NA
6356,RINERHORN,DACMAC,RAMBO,HERB,FORBSV,FORB,Dactylorhiza,maculata,Dactylorhiza maculata,CR,NA,NA
6357,RINERHORN,DAPSTR,GUER,WOODY,ESHRUB,SEVER,Daphne,striata,Daphne striata,CH,NA,NA
6358,RINERHORN,DESCAE,PHAL,HERB,GRAMINOID,GRASS,Deschampsia,caespitosa,Deschampsia caespitosa,HE,NA,NA
6359,RINERHORN,DIASUP,NA,HERB,FORBSV,FORB,Dianthus,superbus,Dianthus superbus,HE,NA,NA
6360,RINERHORN,DIPALP,PHAL,HERB,FORBSV,SLVASC,Diphasiastrum,alpinum,Diphasiastrum alpinum,CH,NA,NA
6361,RINERHORN,DORGRA,NA,HERB,FORBSV,FORB,Doronicum,grandiflorum,Doronicum grandiflorum,HE,NA,NA
6362,RINERHORN,DRYOCT,PHAL,WOODY,ESHRUB,SEVER,Dryas,octopetala,Dryas octopetala,CH,NA,NA
6363,RINERHORN,ELYCAN,NA,HERB,GRAMINOID,GRASS,Elymus,caninus,Elymus caninus,HE,NA,NA
6364,RINERHORN,ELYMYO,NA,HERB,GRAMINOID,SEDGE,Elyna,myosuroides,Elyna myosuroides,HE,NA,NA
6365,RINERHORN,EMPNIG,PHAL,WOODY,ESHRUB,SEVER,Empetrum,nigrum,Empetrum nigrum,CH,NA,NA
6366,RINERHORN,ERIALP,NA,HERB,FORBSV,FORB,Erigeron,alpinus,Erigeron alpinus,HE,NA,NA
6367,RINERHORN,ERIUNI,NA,HERB,FORBSV,FORB,Erigeron,uniflorus,Erigeron uniflorus,HE,NA,NA
6368,RINERHORN,EUPMON,RAMBO,HERB,FORBSV,FORB,Euphrasia,montana,Euphrasia montana,CR,NA,NA
6369,RINERHORN,EUPCYP,RAMBO,HERB,FORBSV,FORB,Euphorbia,cyparissias,Euphorbia cyparissias,HE,NA,NA
6370,RINERHORN,EUPMIN,RAMBO,HERB,FORBSV,FORB,Euphrasia,minima,Euphrasia minima,CR,NA,NA
6371,RINERHORN,FESARU,NA,HERB,GRAMINOID,GRASS,Festuca,arundinacea,Festuca arundinacea,HE,NA,NA
6372,RINERHORN,FESHAL,NA,HERB,GRAMINOID,GRASS,Festuca,halleri,Festuca halleri,HE,NA,NA
6373,RINERHORN,FESOVI,NA,HERB,GRAMINOID,GRASS,Festuca,ovina,Festuca ovina,HE,NA,NA
6374,RINERHORN,FESRUB,GUER,HERB,GRAMINOID,GRASS,Festuca,rubra,Festuca rubra,HE,NA,NA
6375,RINERHORN,FESVIO,PHAL,HERB,GRAMINOID,GRASS,Festuca,violacea,Festuca violacea,HE,NA,NA
6376,RINERHORN,GALANI,NA,HERB,FORBSV,FORB,Galium,anisophyllon,Galium anisophyllon,HE,NA,NA
6377,RINERHORN,GENACA,GUER,HERB,FORBSV,FORB,Gentiana,acaulis,Gentiana acaulis,HE,NA,NA
6378,RINERHORN,GENCAM,RAMBO,HERB,FORBSV,FORB,Gentiana,campestris,Gentiana campestris,CR,NA,NA
6379,RINERHORN,GENNIV,RAMBO,HERB,FORBSV,FORB,Gentiana,nivalis,Gentiana nivalis,CR,NA,NA
6380,RINERHORN,GENPUN,GUER,HERB,FORBSV,FORB,Gentiana,punctata,Gentiana punctata,HE,NA,NA
6381,RINERHORN,GENPUR,GUER,HERB,FORBSV,FORB,Gentiana,purpurea,Gentiana purpurea,HE,NA,NA
6382,RINERHORN,GENRAD,NA,WOODY,ESHRUB,SEVER,Genista,radiata,Genista radiata,CH,NA,NA
6383,RINERHORN,GENRAM,RAMBO,HERB,FORBSV,FORB,Gentiana,ramosa,Gentiana ramosa,CR,NA,NA
6384,RINERHORN,GENTEN,RAMBO,HERB,FORBSV,FORB,Gentiana,tenella,Gentiana tenella,CR,NA,NA
6385,RINERHORN,GENVER,NA,HERB,FORBSV,FORB,Gentiana,verna,Gentiana verna,HE,NA,NA
6386,RINERHORN,GERSYL,NA,HERB,FORBSV,FORB,Geranium,sylvaticum,Geranium sylvaticum,HE,NA,NA
6387,RINERHORN,GEUMON,GUER,HERB,FORBSV,FORB,Geum,montanum,Geum montanum,HE,NA,NA
6388,RINERHORN,GNASUP,NA,HERB,FORBSV,FORB,Gnaphalium,supinum,Gnaphalium supinum,HE,NA,NA
6389,RINERHORN,GNASYL,NA,HERB,FORBSV,FORB,Gnaphalium,sylvaticum,Gnaphalium sylvaticum,HE,NA,NA
6390,RINERHORN,GYMCON,RAMBO,HERB,FORBSV,FORB,Gymnadenia,conopsea,Gymnadenia conopsea,GE,NA,NA
6391,RINERHORN,HEDHED,NA,HERB,FORBSV,FORB,Hedysarum,hedysaroides,Hedysarum hedysaroides,HE,NA,NA
6392,RINERHORN,HELALP,NA,WOODY,ESHRUB,SEVER,Helianthemum,alpestre,Helianthemum alpestre,CH,NA,NA
6393,RINERHORN,HELNUM,NA,WOODY,ESHRUB,SEVER,Helianthemum,nummularium,Helianthemum nummularium,CH,NA,NA
6394,RINERHORN,HELVER,GUER,HERB,GRAMINOID,GRASS,Helictotrichon,versicolor,Helictotrichon versicolor,HE,NA,NA
6395,RINERHORN,HIEALP,NA,HERB,FORBSV,FORB,Hieracium,alpinum,Hieracium alpinum,HE,NA,NA
6396,RINERHORN,HIEBIF,NA,HERB,FORBSV,FORB,Hieracium,bifidum,Hieracium bifidum,HE,NA,NA
6397,RINERHORN,HIEHOP,NA,HERB,FORBSV,FORB,Hieracium,hoppeanum,Hieracium hoppeanum,HE,NA,NA
6398,RINERHORN,HIELAC,NA,HERB,FORBSV,FORB,Hieracium,lactucella,Hieracium lactucella,HE,NA,NA
6399,RINERHORN,HIEMUR,NA,HERB,FORBSV,FORB,Hieracium,murorum,Hieracium murorum,HE,NA,NA
6400,RINERHORN,HIEPILA,NA,HERB,FORBSV,FORB,Hieracium,pilosella,Hieracium pilosella,HE,NA,NA
6401,RINERHORN,HIEPILES,NA,HERB,FORBSV,FORB,Hieracium,piloselloides,Hieracium piloselloides,HE,NA,NA
6402,RINERHORN,XXXHIESP,NA,HERB,FORBSV,FORB,Hieracium,,Hieracium ,HE,NA,NA
6403,RINERHORN,HIPCOM,PHAL,HERB,FORBSV,FORB,Hippocrepis,comosa,Hippocrepis comosa,CH,NA,NA
6404,RINERHORN,HOMALP,GUER,HERB,FORBSV,FORB,Homogyne,alpina,Homogyne alpina,HE,NA,NA
6405,RINERHORN,HYPMAC,NA,HERB,FORBSV,FORB,Hypericum,maculatum,Hypericum maculatum,HE,NA,NA
6406,RINERHORN,HYPUNI,RAMBO,HERB,FORBSV,FORB,Hypochaeris,uniflora,Hypochaeris uniflora,HE,NA,NA
6407,RINERHORN,JUNCOM,PHAL,WOODY,ESHRUB,SEVER,Juniperus,communis,Juniperus communis,CH,NA,NA
6408,RINERHORN,JUNJAC,NA,HERB,GRAMINOID,RUSH,Juncus,jacquinii,Juncus jacquinii,HE,NA,NA
6409,RINERHORN,JUNTRI,NA,HERB,GRAMINOID,RUSH,Juncus,trifidus,Juncus trifidus,HE,NA,NA
6410,RINERHORN,LARDEC,RAMBO,WOODY,DSHRUB,SDECI,Larix,decidua,Larix decidua,PH,NA,NA
6411,RINERHORN,LEOHEL,NA,HERB,FORBSV,FORB,Leontodon,helveticus,Leontodon helveticus,HE,NA,NA
6412,RINERHORN,LEOHIS,NA,HERB,FORBSV,FORB,Leontodon,hispidus,Leontodon hispidus,HE,NA,NA
6413,RINERHORN,LEUALP,GUER,HERB,FORBSV,FORB,Leucanthemopsis,alpina,Leucanthemopsis alpina,HE,NA,NA
6414,RINERHORN,LEUVUL,RAMBO,HERB,FORBSV,FORB,Leucanthemum,vulgare,Leucanthemum vulgare,HE,NA,NA
6415,RINERHORN,LIGMUTA,RAMBO,HERB,FORBSV,FORB,Ligusticum,mutellina,Ligusticum mutellina,HE,NA,NA
6416,RINERHORN,LIGMUTES,RAMBO,HERB,FORBSV,FORB,Ligusticum,mutellinoides,Ligusticum mutellinoides,HE,NA,NA
6417,RINERHORN,LOIPRO,PHAL,WOODY,ESHRUB,SEVER,Loiseleuria,procumbens,Loiseleuria procumbens,CH,NA,NA
6418,RINERHORN,LOTALP,NA,HERB,FORBSV,FORB,Lotus,alpinus,Lotus alpinus,HE,NA,NA
6419,RINERHORN,LUZALP,NA,HERB,GRAMINOID,RUSH,Luzula,alpinopilosa,Luzula alpinopilosa,HE,NA,NA
6420,RINERHORN,LUZLUT,NA,HERB,GRAMINOID,RUSH,Luzula,lutea,Luzula lutea,HE,NA,NA
6421,RINERHORN,LUZLUZ,NA,HERB,GRAMINOID,RUSH,Luzula,luzulina,Luzula luzulina,HE,NA,NA
6422,RINERHORN,LUZMUL,NA,HERB,GRAMINOID,RUSH,Luzula,multiflora,Luzula multiflora,HE,NA,NA
6423,RINERHORN,LUZSIE,NA,HERB,GRAMINOID,RUSH,Luzula,sieberi,Luzula sieberi,HE,NA,NA
6424,RINERHORN,LUZSPI,NA,HERB,GRAMINOID,RUSH,Luzula,spicata,Luzula spicata,HE,NA,NA
6425,RINERHORN,MELSYL,RAMBO,HERB,FORBSV,FORB,Melampyrum,sylvaticum,Melampyrum sylvaticum,CR,NA,NA
6426,RINERHORN,MYOALP,NA,HERB,FORBSV,FORB,Myosotis,alpestris,Myosotis alpestris,HE,NA,NA
6427,RINERHORN,NARSTR,PHAL,HERB,GRAMINOID,GRASS,Nardus,stricta,Nardus stricta,HE,NA,NA
6428,RINERHORN,NIGNIG,RAMBO,HERB,FORBSV,FORB,Nigritella,nigra,Nigritella nigra,GE,NA,NA
6429,RINERHORN,OXYHEL,NA,HERB,FORBSV,FORB,Oxytropis,helvetica,Oxytropis helvetica,HE,NA,NA
6430,RINERHORN,PARPAL,NA,HERB,FORBSV,FORB,Parnassia,palustris,Parnassia palustris,HE,NA,NA
6431,RINERHORN,PEDROS,NA,HERB,FORBSV,FORB,Pedicularis,rostrato-spicata,Pedicularis rostrato-spicata,HE,NA,NA
6432,RINERHORN,XXXPEDSP,NA,HERB,FORBSV,FORB,Pedicularis,,Pedicularis ,HE,NA,NA
6433,RINERHORN,PEDTUB,NA,HERB,FORBSV,FORB,Pedicularis,tuberosa,Pedicularis tuberosa,HE,NA,NA
6434,RINERHORN,PEDVER,NA,HERB,FORBSV,FORB,Pedicularis,verticillata,Pedicularis verticillata,HE,NA,NA
6435,RINERHORN,PEUOST,NA,HERB,FORBSV,FORB,Peucedanum,ostruthium,Peucedanum ostruthium,HE,NA,NA
6436,RINERHORN,PHLALP,NA,HERB,GRAMINOID,GRASS,Phleum,alpinum,Phleum alpinum,HE,NA,NA
6437,RINERHORN,PHYBET,NA,HERB,FORBSV,FORB,Phyteuma,betonicifolium,Phyteuma betonicifolium,HE,NA,NA
6438,RINERHORN,PHYHED,NA,HERB,FORBSV,FORB,Phyteuma,hedraianthifolium,Phyteuma hedraianthifolium,HE,NA,NA
6439,RINERHORN,PHYHEM,NA,HERB,FORBSV,FORB,Phyteuma,hemisphaericum,Phyteuma hemisphaericum,HE,NA,NA
6440,RINERHORN,PHYORB,NA,HERB,FORBSV,FORB,Phyteuma,orbiculare,Phyteuma orbiculare,HE,NA,NA
6441,RINERHORN,PICABI,RAMBO,WOODY,ESHRUB,SEVER,Picea,abies,Picea abies,CH,NA,NA
6442,RINERHORN,PIMMAJ,NA,HERB,FORBSV,FORB,Pimpinella,major,Pimpinella major,HE,NA,NA
6443,RINERHORN,PINCEM,RAMBO,WOODY,ESHRUB,SEVER,Pinus,cembra,Pinus cembra,CH,NA,NA
6444,RINERHORN,XXXPINSP,NA,HERB,FORBSV,FORB,Pinguicula,,Pinguicula ,HE,NA,NA
6445,RINERHORN,PLAALP,NA,HERB,FORBSV,FORB,Plantago,alpina,Plantago alpina,HE,NA,NA
6446,RINERHORN,PLAATR,NA,HERB,FORBSV,FORB,Plantago,atrata,Plantago atrata,HE,NA,NA
6447,RINERHORN,POAALP,NA,HERB,GRAMINOID,GRASS,Poa,alpina,Poa alpina,HE,NA,NA
6448,RINERHORN,POACHA,NA,HERB,GRAMINOID,GRASS,Poa,chaixii,Poa chaixii,HE,NA,NA
6449,RINERHORN,POAPRA,NA,HERB,GRAMINOID,GRASS,Poa,pratensis,Poa pratensis,HE,NA,NA
6450,RINERHORN,POATRI,RAMBO,HERB,GRAMINOID,GRASS,Poa,trivialis,Poa trivialis,HE,NA,NA
6451,RINERHORN,POLALP,NA,HERB,FORBSV,FORB,Polygala,alpestris,Polygala alpestris,HE,NA,NA
6452,RINERHORN,POLCHA,NA,WOODY,FORBSV,FORB,Polygala,chamaebuxus,Polygala chamaebuxus,CH,NA,NA
6453,RINERHORN,POLVIV,NA,HERB,FORBSV,FORB,Polygonum,viviparum,Polygonum viviparum,HE,NA,NA
6454,RINERHORN,POLVUL,NA,HERB,FORBSV,FORB,Polygala,vulgaris,Polygala vulgaris,HE,NA,NA
6455,RINERHORN,POTAUR,NA,HERB,FORBSV,FORB,Potentilla,aurea,Potentilla aurea,HE,NA,NA
6456,RINERHORN,POTCRA,NA,HERB,FORBSV,FORB,Potentilla,crantzii,Potentilla crantzii,HE,NA,NA
6457,RINERHORN,POTERE,NA,HERB,FORBSV,FORB,Potentilla,erecta,Potentilla erecta,HE,NA,NA
6458,RINERHORN,POTGRA,NA,HERB,FORBSV,FORB,Potentilla,grandiflora,Potentilla grandiflora,HE,NA,NA
6459,RINERHORN,PRIFAR,NA,HERB,FORBSV,FORB,Primula,farinosa,Primula farinosa,HE,NA,NA
6460,RINERHORN,PRIINT,NA,HERB,FORBSV,FORB,Primula,integrifolia,Primula integrifolia,HE,NA,NA
6461,RINERHORN,PRILAT,NA,HERB,FORBSV,FORB,Primula,latifolia,Primula latifolia,HE,NA,NA
6462,RINERHORN,PRUVUL,NA,HERB,FORBSV,FORB,Prunella,vulgaris,Prunella vulgaris,HE,NA,NA
6463,RINERHORN,PSEALB,RAMBO,HERB,FORBSV,FORB,Pseudorchis,albida,Pseudorchis albida,CR,NA,NA
6464,RINERHORN,PULAPI,NA,HERB,FORBSV,FORB,Pulsatilla,apiifolia,Pulsatilla apiifolia,HE,NA,NA
6465,RINERHORN,PULVER,NA,HERB,FORBSV,FORB,Pulsatilla,vernalis,Pulsatilla vernalis,HE,NA,NA
6466,RINERHORN,PYRMIN,GUER,HERB,FORBSV,FORB,Pyrola,minor,Pyrola minor,HE,NA,NA
6467,RINERHORN,RANKUE,NA,HERB,FORBSV,FORB,Ranunculus,kuepferi,Ranunculus kuepferi,HE,NA,NA
6468,RINERHORN,RANMON,NA,HERB,FORBSV,FORB,Ranunculus,montanus,Ranunculus montanus,HE,NA,NA
6469,RINERHORN,RANNEM,NA,HERB,FORBSV,FORB,Ranunculus,nemorosus,Ranunculus nemorosus,HE,NA,NA
6470,RINERHORN,RANVIL,NA,HERB,FORBSV,FORB,Ranunculus,villarsii,Ranunculus villarsii,HE,NA,NA
6471,RINERHORN,RHIALE,NA,HERB,FORBSV,FORB,Rhinanthus,alectorolophus,Rhinanthus alectorolophus,CR,NA,NA
6472,RINERHORN,RHOFER,PHAL,WOODY,ESHRUB,SEVER,Rhododendron,ferrugineum,Rhododendron ferrugineum,CH,NA,NA
6473,RINERHORN,RHOHIR,PHAL,WOODY,ESHRUB,SEVER,Rhododendron,hirsutum,Rhododendron hirsutum,CH,NA,NA
6474,RINERHORN,RUMACE,RAMBO,HERB,FORBSV,FORB,Rumex,acetosa,Rumex acetosa,HE,NA,NA
6475,RINERHORN,SAGSAG,NA,HERB,FORBSV,FORB,Sagina,saginoides,Sagina saginoides,CR,NA,NA
6476,RINERHORN,SALHER,NA,WOODY,DSHRUB,SDECI,Salix,herbacea,Salix herbacea,CH,NA,NA
6477,RINERHORN,SALRETI,NA,WOODY,DSHRUB,SDECI,Salix,reticulata,Salix reticulata,CH,NA,NA
6478,RINERHORN,SALRETU,NA,WOODY,DSHRUB,SDECI,Salix,retusa,Salix retusa,CH,NA,NA
6479,RINERHORN,SALSER,NA,WOODY,DSHRUB,SDECI,Salix,serpyllifolia,Salix serpyllifolia,CH,NA,NA
6480,RINERHORN,SCALUC,NA,HERB,FORBSV,FORB,Scabiosa,lucida,Scabiosa lucida,HE,NA,NA
6481,RINERHORN,SEDALP,NA,HERB,FORBSV,FORB,Sedum,alpestre,Sedum alpestre,HE,NA,NA
6482,RINERHORN,SELSEL,NA,HERB,FORBSV,SLVASC,Selaginella,selaginoides,Selaginella selaginoides,CH,NA,NA
6483,RINERHORN,SEMMON,NA,HERB,FORBSV,FORB,Sempervivum,montanum,Sempervivum montanum,CH,NA,NA
6484,RINERHORN,SENINC,NA,HERB,FORBSV,FORB,Senecio,incanus,Senecio incanus,HE,NA,NA
6485,RINERHORN,SESCAE,NA,HERB,GRAMINOID,GRASS,Sesleria,caerulea,Sesleria caerulea,HE,NA,NA
6486,RINERHORN,SIBPRO,NA,HERB,FORBSV,FORB,Sibbaldia,procumbens,Sibbaldia procumbens,HE,NA,NA
6487,RINERHORN,SILACA,NA,HERB,FORBSV,FORB,Silene,acaulis,Silene acaulis,CH,NA,NA
6488,RINERHORN,SILDIO,NA,HERB,FORBSV,FORB,Silene,dioica,Silene dioica,CR,NA,NA
6489,RINERHORN,SILRUP,NA,HERB,FORBSV,FORB,Silene,rupestris,Silene rupestris,HE,NA,NA
6490,RINERHORN,SILVUL,NA,HERB,FORBSV,FORB,Silene,vulgaris,Silene vulgaris,HE,NA,NA
6491,RINERHORN,SOLALP,NA,HERB,FORBSV,FORB,Soldanella,alpina,Soldanella alpina,HE,NA,NA
6492,RINERHORN,SOLPUS,NA,HERB,FORBSV,FORB,Soldanella,pusilla,Soldanella pusilla,HE,NA,NA
6493,RINERHORN,SOLVIR,RAMBO,HERB,FORBSV,FORB,Solidago,virgaurea,Solidago virgaurea,HE,NA,NA
6494,RINERHORN,TAROFF,RAMBO,HERB,FORBSV,FORB,Taraxacum,officinale,Taraxacum officinale,HE,NA,NA
6495,RINERHORN,THEALP,NA,HERB,FORBSV,FORB,Thesium,alpinum,Thesium alpinum,HE,NA,NA
6496,RINERHORN,THYSER,PHAL,WOODY,ESHRUB,SEVER,Thymus,serpyllum,Thymus serpyllum,CH,NA,NA
6497,RINERHORN,TOFCAL,NA,HERB,FORBSV,FORB,Tofieldia,calyculata,Tofieldia calyculata,HE,NA,NA
6498,RINERHORN,TOFPUS,NA,HERB,FORBSV,FORB,Tofieldia,pusilla,Tofieldia pusilla,HE,NA,NA
6499,RINERHORN,TRIALP,NA,HERB,FORBSV,FORB,Trifolium,alpinum,Trifolium alpinum,HE,NA,NA
6500,RINERHORN,TRIBAD,NA,HERB,FORBSV,FORB,Trifolium,badium,Trifolium badium,HE,NA,NA
6501,RINERHORN,TRICAE,NA,HERB,GRAMINOID,SEDGE,Trichophorum,caespitosum,Trichophorum caespitosum,HE,NA,NA
6502,RINERHORN,TRIPAL,PHAL,HERB,FORBSV,FORB,Trifolium,pallescens,Trifolium pallescens,HE,NA,NA
6503,RINERHORN,TRIPRA,PHAL,HERB,FORBSV,FORB,Trifolium,pratense,Trifolium pratense,HE,NA,NA
6504,RINERHORN,TRIREP,GUER,HERB,FORBSV,FORB,Trifolium,repens,Trifolium repens,HE,NA,NA
6505,RINERHORN,TRITHA,PHAL,HERB,FORBSV,FORB,Trifolium,thalii,Trifolium thalii,HE,NA,NA
6506,RINERHORN,TROEUR,NA,HERB,FORBSV,FORB,Trollius,europaeus,Trollius europaeus,HE,NA,NA
6507,RINERHORN,VACMYR,GUER,WOODY,DSHRUB,SDECI,Vaccinium,myrtillus,Vaccinium myrtillus,CH,NA,NA
6508,RINERHORN,VACULI,GUER,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,CH,NA,NA
6509,RINERHORN,VACVIT,GUER,WOODY,ESHRUB,SEVER,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,CH,NA,NA
6510,RINERHORN,VERALB,NA,HERB,FORBSV,FORB,Veratrum,album,Veratrum album,HE,NA,NA
6511,RINERHORN,VERALP,NA,HERB,FORBSV,FORB,Veronica,alpina,Veronica alpina,CR,NA,NA
6512,RINERHORN,VERAPH,NA,HERB,FORBSV,FORB,Veronica,aphylla,Veronica aphylla,HE,NA,NA
6513,RINERHORN,VERBEL,NA,HERB,FORBSV,FORB,Veronica,bellidioides,Veronica bellidioides,HE,NA,NA
6514,RINERHORN,VERCHA,PHAL,HERB,FORBSV,FORB,Veronica,chamaedrys,Veronica chamaedrys,CR,NA,NA
6515,RINERHORN,VERFRU,NA,WOODY,DSHRUB,SDECI,Veronica,fruticans,Veronica fruticans,CH,NA,NA
6516,RINERHORN,VEROFF,NA,HERB,FORBSV,FORB,Veronica,officinalis,Veronica officinalis,CH,NA,NA
6517,RINERHORN,VIOCAL,NA,HERB,FORBSV,FORB,Viola,calcarata,Viola calcarata,HE,NA,NA
6518,SCUOL,ACHMIL,GUER,HERB,FORBSV,FORB,Achillea,millefolium,Achillea millefolium,HE,NA,NA
6519,SCUOL,ADEGLA,GUER,HERB,FORBSV,FORB,Adenostyles,glabra,Adenostyles glabra,HE,NA,NA
6520,SCUOL,AGRALP,GUER,HERB,GRAMINOID,GRASS,Agrostis,alpina,Agrostis alpina,HE,NA,NA
6521,SCUOL,AGRCAP,GUER,HERB,GRAMINOID,GRASS,Agrostis,capillaris,Agrostis capillaris,HE,NA,NA
6522,SCUOL,AGRREP,PHAL,HERB,GRAMINOID,GRASS,Agropyron,repens,Agropyron repens,HE,NA,NA
6523,SCUOL,AGRRUP,GUER,HERB,GRAMINOID,GRASS,Agrostis,rupestris,Agrostis rupestris,HE,NA,NA
6524,SCUOL,AJUPYR,GUER,HERB,FORBSV,FORB,Ajuga,pyramidalis,Ajuga pyramidalis,HE,NA,NA
6525,SCUOL,AJUREP,GUER,HERB,FORBSV,FORB,Ajuga,reptans,Ajuga reptans,HE,NA,NA
6526,SCUOL,ALCCON,NA,HERB,FORBSV,FORB,Alchemilla,conjuncta,Alchemilla conjuncta,HE,NA,NA
6527,SCUOL,ALCPEN,NA,HERB,FORBSV,FORB,Alchemilla,pentaphyllea,Alchemilla pentaphyllea,HE,NA,NA
6528,SCUOL,XXXALCSP,NA,HERB,FORBSV,FORB,Alchemilla,,Alchemilla ,HE,NA,NA
6529,SCUOL,ALLSCH,GUER,HERB,FORBSV,FORB,Allium,schoenoprasum,Allium schoenoprasum,CR,NA,NA
6530,SCUOL,ALNVIR,PHAL,WOODY,DSHRUB,SDECI,Alnus,viridis,Alnus viridis,CH,NA,NA
6531,SCUOL,ALOPRA,NA,HERB,GRAMINOID,GRASS,Alopecurus,pratensis,Alopecurus pratensis,HE,NA,NA
6532,SCUOL,ANDCHA,RAMBO,HERB,FORBSV,FORB,Androsace,chamaejasme,Androsace chamaejasme,HE,NA,NA
6533,SCUOL,ANDOBT,RAMBO,HERB,FORBSV,FORB,Androsace,obtusifolia,Androsace obtusifolia,HE,NA,NA
6534,SCUOL,ANTHOALP,NA,HERB,GRAMINOID,GRASS,Anthoxanthum,alpinum,Anthoxanthum alpinum,HE,NA,NA
6535,SCUOL,ANTHYALP,RAMBO,HERB,FORBSV,FORB,Anthyllis,alpestris,Anthyllis alpestris,HE,NA,NA
6536,SCUOL,ANTCAR,NA,HERB,FORBSV,FORB,Antennaria,carpatica,Antennaria carpatica,HE,NA,NA
6537,SCUOL,ANTDIO,NA,HERB,FORBSV,FORB,Antennaria,dioica,Antennaria dioica,CH,NA,NA
